match_id,sport,format,rating_diff,avg_rating_deviation,winrate_diff,activeness_diff,streak_diff,geo_score,h2h_matches,same_skill_category,wait_time_seconds,match_quality_score
SM297,pickleball,singles,794.2,170.2,0.405,0.0461,1,1.0,0,0,278,0.5782
SM298,pickleball,singles,673.7,236.8,0.439,0.2074,3,0.8,5,0,10,0.4667
SM299,pickleball,singles,482.1,267.6,0.4493,0.3969,1,1.0,1,0,95,0.5146
SM300,pickleball,singles,143.9,190.8,0.002,0.2547,3,1.0,0,1,12,0.8118
SM301,pickleball,singles,620.3,221.0,0.625,0.3767,2,0.8,0,0,166,0.4762
SM302,pickleball,singles,189.7,210.4,0.1445,0.2632,4,0.5,2,0,3,0.6978
SM303,pickleball,singles,284.3,235.0,0.1229,0.0866,0,1.0,3,1,37,0.6105
SM304,pickleball,singles,120.0,213.8,0.2516,0.1126,0,1.0,0,1,93,0.7867
SM305,pickleball,singles,322.2,235.3,0.3462,0.3266,5,0.2,3,0,169,0.6519
SM306,pickleball,singles,101.5,279.6,0.033,0.0943,3,0.8,2,1,114,0.8085
SM307,pickleball,singles,330.7,140.0,0.3953,0.1079,4,0.5,5,0,97,0.7444
SM308,pickleball,singles,248.5,252.7,0.1736,0.1431,2,0.5,0,0,32,0.8023
SM309,pickleball,singles,369.5,210.1,0.0548,0.3238,6,0.5,0,1,30,0.607
SM310,pickleball,singles,120.2,153.6,0.0188,0.4071,5,0.8,2,0,50,0.8785
SM311,pickleball,singles,65.2,147.3,0.029,0.0075,5,0.5,0,1,203,0.9106
SM312,pickleball,singles,495.6,262.8,0.3715,0.0003,4,0.5,0,0,7,0.4601
SM313,pickleball,singles,563.3,171.2,0.4253,0.2559,6,1.0,0,0,145,0.4245
SM314,pickleball,singles,535.1,167.5,0.3039,0.4652,3,0.5,0,0,148,0.4166
SM315,pickleball,singles,259.5,222.0,0.1322,0.4623,1,1.0,0,0,184,0.5142
SM316,pickleball,singles,101.3,189.6,0.0825,0.2612,0,0.8,0,1,33,0.7858
SM317,pickleball,singles,274.0,265.4,0.2453,0.1512,0,0.5,1,0,133,0.6603
SM318,pickleball,singles,739.3,205.4,0.464,0.3088,4,0.5,0,0,256,0.4889
SM319,pickleball,singles,161.2,148.3,0.2263,0.4871,0,1.0,0,0,28,0.8009
SM320,pickleball,singles,871.3,239.0,0.5669,0.0722,1,0.8,0,0,82,0.3914
SM321,pickleball,singles,0.8,177.0,0.1174,0.048,2,0.2,3,1,28,0.955
SM322,pickleball,singles,213.8,179.8,0.1758,0.2012,5,0.8,0,0,16,0.5908
SM323,pickleball,singles,934.8,239.0,0.5865,0.2987,1,1.0,0,0,224,0.4444
SM324,pickleball,singles,646.3,165.3,0.3248,0.2168,3,0.8,5,0,120,0.4833
SM325,pickleball,singles,457.0,231.4,0.2374,0.3061,1,0.8,2,0,483,0.6878
SM326,pickleball,singles,339.1,248.5,0.1811,0.2625,0,1.0,0,0,64,0.6316
SM327,pickleball,singles,1239.2,145.1,0.8021,0.0208,0,0.8,0,0,41,0.4933
SM328,pickleball,singles,671.6,219.3,0.4236,0.0787,1,0.8,1,0,95,0.5143
SM329,pickleball,singles,564.2,243.0,0.264,0.6811,0,0.5,1,0,126,0.6168
SM330,pickleball,singles,406.8,222.0,0.2726,0.2958,0,0.8,2,1,14,0.5202
SM331,pickleball,singles,510.1,174.8,0.3555,0.1316,3,1.0,0,0,205,0.5176
SM332,pickleball,singles,429.0,187.4,0.4427,0.58,5,1.0,5,0,230,0.5717
SM333,pickleball,singles,8.5,303.0,0.2424,0.034,8,0.2,1,1,183,0.911
SM334,pickleball,singles,340.4,175.6,0.2682,0.0404,2,0.8,3,1,66,0.7486
SM335,pickleball,singles,347.7,290.4,0.3179,0.3134,9,1.0,2,0,108,0.5924
SM336,pickleball,singles,517.9,161.8,0.4165,0.417,1,0.5,0,0,13,0.4939
SM337,pickleball,singles,712.7,194.4,0.4397,0.4228,4,0.2,0,0,1,0.4821
SM338,pickleball,singles,59.4,149.4,0.1116,0.2368,4,1.0,1,1,198,0.9533
SM339,pickleball,singles,317.3,220.7,0.2681,0.2115,2,0.5,1,0,200,0.6461
SM340,pickleball,singles,736.0,237.0,0.5512,0.1373,4,0.8,5,0,794,0.4667
SM341,pickleball,singles,1163.2,230.8,0.7573,0.2376,4,0.5,0,0,52,0.5733
SM342,pickleball,singles,668.7,209.8,0.5243,0.2934,1,1.0,2,0,235,0.584
SM343,pickleball,singles,626.8,212.8,0.4504,0.0814,3,1.0,1,0,222,0.4702
SM344,pickleball,singles,15.9,246.4,0.0982,0.1373,0,1.0,0,0,167,0.9517
SM345,pickleball,singles,114.2,157.8,0.0225,0.0423,1,0.8,0,1,121,0.7239
SM346,pickleball,singles,885.8,248.9,0.5182,0.0843,0,1.0,1,0,5,0.3333
SM347,pickleball,singles,405.5,224.8,0.4176,0.0009,3,0.8,1,0,234,0.7154
SM348,pickleball,singles,131.6,247.6,0.112,0.4629,2,0.8,0,0,192,0.775
SM349,pickleball,singles,300.8,166.1,0.2533,0.1957,0,1.0,0,0,101,0.6787
SM350,pickleball,singles,709.8,253.3,0.4437,0.1205,8,0.2,0,0,229,0.4076
SM351,pickleball,singles,712.4,220.0,0.3626,0.1519,3,0.8,0,0,131,0.4305
SM352,pickleball,singles,23.1,148.6,0.0509,0.2085,0,0.2,3,0,151,0.9479
SM353,pickleball,singles,685.9,163.6,0.2325,0.1047,2,1.0,0,0,28,0.5304
SM354,pickleball,singles,254.6,259.6,0.2095,0.3244,1,0.2,0,0,67,0.6788
SM355,pickleball,singles,39.5,224.2,0.0922,0.2898,3,1.0,0,1,43,0.7979
SM356,pickleball,singles,875.5,223.0,0.2742,0.355,3,0.5,0,0,122,0.4985
SM357,pickleball,singles,183.3,161.7,0.0302,0.2026,4,0.5,2,1,24,0.7222
SM358,pickleball,singles,105.9,249.8,0.0872,0.5277,3,0.8,0,0,36,0.8371
SM359,pickleball,singles,74.8,168.0,0.0782,0.3919,2,0.2,0,1,88,0.8393
SM360,pickleball,singles,696.9,220.1,0.4446,0.1175,3,1.0,1,0,355,0.4667
SM361,pickleball,singles,891.6,177.2,0.5949,0.0337,2,1.0,1,0,26,0.4392
SM362,pickleball,singles,14.7,253.4,0.1807,0.2491,1,0.5,2,0,13,0.9769
SM363,pickleball,singles,124.5,254.6,0.1471,0.03,3,1.0,0,1,238,0.9278
SM364,pickleball,singles,524.2,254.9,0.1913,0.6579,1,1.0,2,0,282,0.4748
SM365,pickleball,singles,104.5,243.5,0.0081,0.0685,5,1.0,3,1,84,0.7837
SM366,pickleball,singles,57.0,169.3,0.0699,0.253,6,0.8,0,1,12,0.9756
SM367,pickleball,singles,9.4,197.5,0.027,0.3419,0,0.2,0,1,72,0.9692
SM368,pickleball,singles,87.8,107.0,0.0612,0.0543,0,1.0,0,1,239,0.9118
SM369,pickleball,singles,598.9,261.5,0.3492,0.0402,1,1.0,0,0,79,0.4674
SM370,pickleball,singles,103.8,269.7,0.1562,0.2315,5,0.5,5,1,94,0.7799
SM371,pickleball,singles,383.9,190.1,0.2178,0.3624,8,0.8,0,0,102,0.7293
SM372,pickleball,singles,66.2,190.8,0.002,0.0186,2,0.5,0,1,30,0.8725
SM373,pickleball,singles,570.5,202.4,0.264,0.1163,2,1.0,1,0,67,0.428
SM374,pickleball,singles,164.6,177.0,0.0353,0.1659,5,0.2,0,1,254,0.9255
SM375,pickleball,singles,264.4,199.0,0.0425,0.1745,5,0.8,0,0,55,0.7207
SM376,pickleball,singles,149.9,213.6,0.0614,0.4068,2,0.8,1,0,350,0.7793
SM377,pickleball,singles,222.6,268.0,0.0662,0.1141,2,1.0,3,0,152,0.8516
SM378,pickleball,singles,44.4,257.2,0.0284,0.0685,2,0.5,1,0,15,0.9507
SM379,pickleball,singles,76.0,176.1,0.1343,0.3681,9,0.8,0,1,162,0.8906
SM380,pickleball,singles,517.6,211.4,0.2943,0.1911,5,0.8,5,0,94,0.5342
SM381,pickleball,singles,296.9,165.9,0.1001,0.2093,3,1.0,0,0,8,0.6021
SM382,pickleball,singles,1099.1,207.0,0.6101,0.5229,0,0.5,0,0,86,0.4793
SM383,pickleball,singles,470.7,232.4,0.5477,0.256,1,0.8,0,0,211,0.5529
SM384,pickleball,singles,388.8,245.6,0.0586,0.5287,1,0.8,0,0,172,0.617
SM385,pickleball,singles,106.6,192.5,0.0126,0.0868,0,0.5,2,0,35,0.9469
SM386,pickleball,singles,405.2,225.2,0.3128,0.2103,7,0.8,2,0,130,0.579
SM387,pickleball,singles,61.4,283.6,0.031,0.2757,5,0.8,0,1,212,0.7763
SM388,pickleball,singles,130.1,229.6,0.0149,0.0579,5,1.0,0,1,9,0.7355
SM389,pickleball,singles,95.1,249.1,0.1916,0.0318,4,1.0,2,0,22,0.8711
SM390,pickleball,singles,375.2,196.4,0.2159,0.0455,3,1.0,5,0,269,0.6075
SM391,pickleball,singles,290.1,201.1,0.3417,0.455,10,1.0,3,0,72,0.6371
SM392,pickleball,singles,757.1,248.4,0.353,0.1442,3,0.8,2,0,68,0.3914
SM393,pickleball,singles,91.5,302.3,0.0064,0.3299,5,0.8,2,1,10,0.7834
SM394,pickleball,singles,126.8,238.8,0.0313,0.2685,5,0.8,0,1,19,0.8188
SM395,pickleball,singles,306.2,256.2,0.1883,0.0637,3,0.8,0,0,75,0.645
SM396,pickleball,singles,136.8,237.6,0.1427,0.4845,9,0.8,0,0,30,0.8255
SM397,pickleball,singles,698.7,208.6,0.3765,0.3199,0,1.0,0,0,19,0.4762
SM398,pickleball,singles,192.4,124.0,0.2814,0.0627,3,0.8,0,1,202,0.7202
SM399,pickleball,singles,17.6,218.3,0.1141,0.0941,1,1.0,3,1,14,1.0
SM400,pickleball,singles,30.6,217.7,0.0355,0.1316,5,1.0,0,0,127,0.8929
SM401,pickleball,singles,803.4,213.8,0.4065,0.2799,5,0.5,0,0,181,0.5765
SM402,pickleball,singles,10.3,225.9,0.0453,0.1052,10,0.5,3,1,46,0.894
SM403,pickleball,singles,84.0,162.0,0.0355,0.4075,2,0.5,3,0,66,0.843
SM404,pickleball,singles,141.3,141.6,0.1966,0.3873,1,0.5,1,0,109,0.8789
SM405,pickleball,singles,439.7,266.8,0.135,0.1888,4,0.8,0,0,20,0.5291
SM406,pickleball,singles,453.8,187.5,0.2818,0.214,8,1.0,0,0,120,0.5737
SM407,pickleball,singles,458.7,169.8,0.1426,0.1421,4,0.8,0,0,49,0.5951
SM408,pickleball,singles,11.2,217.8,0.2603,0.0865,4,0.8,5,1,15,1.0
SM409,pickleball,singles,494.6,109.6,0.3182,0.0122,3,0.8,0,0,122,0.6492
SM410,pickleball,singles,76.1,275.6,0.1316,0.1106,4,1.0,0,1,84,0.9707
SM411,pickleball,singles,256.2,297.4,0.0356,0.29,1,0.5,0,1,78,0.7085
SM412,pickleball,singles,867.5,190.1,0.5845,0.1159,2,0.2,1,0,40,0.4533
SM413,pickleball,singles,41.0,183.9,0.0863,0.2878,8,0.5,2,0,46,0.7884
SM414,pickleball,singles,385.7,255.6,0.1452,0.323,4,0.8,0,0,51,0.6249
SM415,pickleball,singles,120.0,217.5,0.0685,0.1458,2,1.0,0,1,26,0.8323
SM416,pickleball,singles,286.4,96.8,0.2504,0.2852,4,1.0,0,0,182,0.5907
SM417,pickleball,singles,20.4,174.5,0.1448,0.2359,6,1.0,0,1,57,1.0
SM418,pickleball,singles,91.7,192.0,0.2164,0.4165,1,1.0,0,0,116,0.8234
SM419,pickleball,singles,352.1,236.0,0.2113,0.1168,1,0.8,1,0,74,0.7434
SM420,pickleball,singles,410.2,273.0,0.0783,0.3462,7,1.0,0,0,1,0.5357
SM421,pickleball,singles,15.9,184.5,0.0854,0.0596,1,0.2,0,0,112,0.9691
SM422,pickleball,singles,798.8,211.7,0.634,0.0528,2,0.5,0,0,163,0.4667
SM423,pickleball,singles,40.2,217.4,0.036,0.093,1,0.8,1,1,205,0.8717
SM424,pickleball,singles,308.3,218.3,0.2366,0.3068,2,1.0,0,0,277,0.6572
SM425,pickleball,singles,360.3,146.0,0.3665,0.4575,0,0.8,5,0,31,0.6624
SM426,pickleball,singles,130.5,274.1,0.141,0.1964,3,0.5,0,1,20,0.7287
SM427,pickleball,singles,770.7,203.8,0.3973,0.0855,1,1.0,0,0,279,0.5152
SM428,pickleball,singles,179.3,105.6,0.0905,0.311,2,0.8,2,0,62,0.7738
SM429,pickleball,singles,278.2,213.9,0.3581,0.1438,2,0.5,0,0,22,0.7935
SM430,pickleball,singles,311.4,211.0,0.0105,0.4081,3,0.2,0,1,179,0.695
SM431,pickleball,singles,141.4,136.2,0.0541,0.1385,2,0.5,5,0,70,0.8791
SM432,pickleball,singles,69.5,244.5,0.2202,0.2031,3,0.2,0,0,209,0.7981
SM433,pickleball,singles,515.2,143.8,0.2849,0.1318,5,0.8,2,0,344,0.5142
SM434,pickleball,singles,295.9,229.2,0.2187,0.2093,2,0.5,0,1,35,0.744
SM435,pickleball,singles,30.7,178.8,0.1073,0.1976,1,0.8,3,1,287,0.9655
SM436,pickleball,singles,0.4,249.8,0.1288,0.2539,2,1.0,0,1,467,0.9997
SM437,pickleball,singles,512.5,177.4,0.346,0.116,0,1.0,0,1,109,0.5376
SM438,pickleball,singles,36.2,253.2,0.0483,0.1848,3,0.5,0,0,19,0.9983
SM439,pickleball,singles,273.6,293.6,0.3576,0.2421,9,0.5,0,0,44,0.8606
SM440,pickleball,singles,6.6,235.8,0.0959,0.5089,5,1.0,0,0,122,1.0
SM441,pickleball,singles,304.4,216.3,0.1712,0.4121,1,0.2,1,1,20,0.6883
SM442,pickleball,singles,383.0,292.9,0.2779,0.0422,1,0.8,0,1,40,0.7569
SM443,pickleball,singles,87.9,251.8,0.143,0.1362,0,1.0,0,1,472,0.7991
SM444,pickleball,singles,716.7,187.3,0.4487,0.0585,3,0.2,0,0,651,0.4485
SM445,pickleball,singles,368.3,177.8,0.1667,0.0591,2,0.2,2,0,62,0.657
SM446,pickleball,singles,93.5,194.1,0.1503,0.0288,1,1.0,1,1,191,0.9469
SM447,pickleball,singles,368.8,207.6,0.2767,0.4758,4,0.8,0,0,64,0.6303
SM448,pickleball,singles,195.9,223.5,0.0271,0.2909,2,0.5,1,1,120,0.7138
SM449,pickleball,singles,176.7,248.9,0.0661,0.2376,0,1.0,0,0,68,0.6638
SM450,pickleball,singles,243.5,190.2,0.2666,0.15,2,0.8,0,0,111,0.7977
SM451,pickleball,singles,589.8,239.5,0.4102,0.0973,8,1.0,1,0,81,0.446
SM452,pickleball,singles,119.7,177.5,0.0302,0.3493,8,1.0,2,1,0,0.7202
SM453,pickleball,singles,246.0,238.0,0.0922,0.1031,0,0.5,0,0,539,0.6845
SM454,pickleball,singles,194.7,332.6,0.1431,0.5874,2,0.5,0,1,114,0.8211
SM455,pickleball,singles,55.6,223.5,0.0002,0.2263,3,1.0,0,0,71,0.8206
SM456,pickleball,singles,21.2,230.8,0.0442,0.0703,4,1.0,1,1,146,0.9481
SM457,pickleball,singles,12.8,186.1,0.0406,0.2637,1,0.5,1,1,79,0.9048
SM458,pickleball,singles,560.7,168.1,0.1269,0.3603,4,1.0,1,0,102,0.3749
SM459,pickleball,singles,296.9,273.9,0.2911,0.0339,6,0.5,0,0,76,0.6512
SM460,pickleball,singles,702.7,251.0,0.3718,0.1694,2,0.8,1,0,4,0.4727
SM461,pickleball,singles,85.2,234.0,0.0522,0.2546,4,1.0,0,0,23,0.9646
SM462,pickleball,singles,361.2,276.7,0.1425,0.1895,4,0.5,2,1,11,0.5925
SM463,pickleball,singles,360.8,243.4,0.2281,0.3406,6,0.5,1,0,19,0.6039
SM464,pickleball,singles,87.3,206.0,0.006,0.5103,1,0.2,0,1,84,0.9418
SM465,pickleball,singles,181.7,208.8,0.0653,0.0258,3,0.8,1,0,20,0.7609
SM466,pickleball,singles,13.3,183.0,0.0156,0.1514,2,1.0,2,1,87,0.9693
SM467,pickleball,singles,115.0,234.1,0.0162,0.1601,3,0.8,1,1,144,0.903
SM468,pickleball,singles,491.5,261.2,0.396,0.6237,2,1.0,1,0,156,0.539
SM469,pickleball,singles,83.6,307.8,0.0361,0.0961,4,1.0,0,1,5,0.8235
SM470,pickleball,singles,252.7,202.4,0.2131,0.1399,1,1.0,0,1,19,0.7249
SM471,pickleball,singles,731.9,133.8,0.6548,0.2699,5,1.0,1,0,79,0.4491
SM472,pickleball,singles,66.9,233.4,0.0647,0.3711,1,1.0,3,1,151,0.6665
SM473,pickleball,singles,300.9,196.7,0.1589,0.145,0,0.8,0,0,85,0.5994
SM474,pickleball,singles,400.9,140.5,0.4251,0.132,0,0.8,1,1,129,0.7755
SM475,pickleball,singles,320.1,241.3,0.0526,0.3857,6,1.0,0,0,24,0.7718
SM476,pickleball,singles,102.6,193.5,0.0761,0.0087,1,0.8,3,0,480,0.9746
SM477,pickleball,singles,251.8,175.4,0.2148,0.1592,5,1.0,0,1,333,0.6949
SM478,pickleball,singles,366.7,132.8,0.3093,0.1763,0,0.5,2,0,226,0.7235
SM479,pickleball,singles,202.6,260.4,0.129,0.3554,2,0.5,1,0,42,0.7141
SM480,pickleball,singles,47.5,201.2,0.0126,0.1847,1,1.0,0,1,43,0.835
SM481,pickleball,singles,318.8,304.6,0.273,0.0123,8,0.5,2,1,29,0.69
SM482,pickleball,singles,256.1,201.1,0.2331,0.2773,6,0.8,0,1,37,0.6723
SM483,pickleball,singles,482.8,213.0,0.1361,0.3762,0,0.5,1,0,1,0.5024
SM484,pickleball,singles,231.3,213.4,0.0039,0.2854,0,1.0,3,1,120,0.6615
SM485,pickleball,singles,353.8,171.4,0.2264,0.4502,4,0.8,2,1,167,0.5908
SM486,pickleball,singles,446.9,226.2,0.4329,0.1353,5,0.5,3,0,143,0.5021
SM487,pickleball,singles,322.8,224.3,0.241,0.2056,4,1.0,3,0,13,0.676
SM488,pickleball,singles,359.3,253.0,0.2749,0.0004,5,0.2,1,0,371,0.8105
SM489,pickleball,singles,646.6,239.8,0.2604,0.194,2,0.8,0,0,93,0.5009
SM490,pickleball,singles,283.7,280.0,0.1038,0.3619,3,0.8,1,1,12,0.6266
SM491,pickleball,singles,861.5,157.6,0.3973,0.1395,6,1.0,1,0,387,0.4627
SM492,pickleball,singles,508.0,270.0,0.2854,0.1752,6,0.8,1,0,44,0.5736
SM493,pickleball,singles,1100.9,162.0,0.6464,0.3914,1,1.0,0,0,49,0.5862
SM494,pickleball,singles,860.1,212.7,0.5981,0.0968,6,0.8,0,0,30,0.5009
SM495,pickleball,singles,391.0,183.5,0.3072,0.2572,2,1.0,0,1,175,0.6095
SM496,pickleball,singles,390.6,115.6,0.0401,0.175,3,1.0,5,0,135,0.4863
SM497,pickleball,singles,9.7,248.4,0.2811,0.019,5,0.2,1,0,142,0.8251
SM498,pickleball,singles,425.1,247.0,0.0361,0.2222,3,1.0,0,0,274,0.6289
SM499,pickleball,singles,162.3,195.4,0.1323,0.2461,1,0.8,2,0,84,0.7807
SM500,pickleball,singles,583.1,210.6,0.1939,0.1723,1,1.0,0,0,45,0.5122
SM501,pickleball,singles,329.3,195.0,0.2295,0.0401,7,0.8,0,0,54,0.6938
SM502,pickleball,singles,935.3,200.1,0.3538,0.0936,2,1.0,0,0,20,0.3733
SM503,pickleball,singles,241.0,296.2,0.1569,0.1989,2,0.2,0,0,20,0.8321
SM504,pickleball,singles,770.9,147.0,0.4803,0.2739,7,0.5,0,0,129,0.4627
SM505,pickleball,singles,947.4,198.6,0.6852,0.2021,4,0.5,1,0,195,0.4793
SM506,pickleball,singles,280.5,196.6,0.2323,0.1881,2,0.5,0,0,154,0.6707
SM507,pickleball,singles,438.5,256.6,0.1857,0.0034,1,1.0,2,0,42,0.5839
SM508,pickleball,singles,248.2,318.9,0.0797,0.0105,6,0.2,0,1,10,0.6588
SM509,pickleball,singles,37.6,160.9,0.05,0.012,3,0.5,1,0,312,0.7514
SM510,pickleball,singles,22.5,189.8,0.1104,0.3088,5,0.2,0,1,2,1.0
SM511,pickleball,singles,375.1,204.8,0.2087,0.309,3,0.8,3,0,158,0.6508
SM512,pickleball,singles,1178.8,182.2,0.8047,0.2327,5,0.8,0,0,130,0.4889
SM513,pickleball,singles,768.5,224.8,0.3417,0.2817,1,0.5,0,0,289,0.4627
SM514,pickleball,singles,789.1,121.0,0.5704,0.1026,1,1.0,0,0,59,0.4533
SM515,pickleball,singles,144.0,220.4,0.0935,0.2496,1,1.0,0,0,30,0.704
SM516,pickleball,singles,153.0,192.2,0.0879,0.6175,2,1.0,0,1,325,0.815
SM517,pickleball,singles,359.7,205.4,0.4162,0.2018,8,0.8,3,0,348,0.7524
SM518,pickleball,singles,263.9,193.0,0.0613,0.16,1,1.0,2,0,274,0.6726
SM519,pickleball,singles,905.8,246.4,0.6916,0.2908,6,1.0,0,0,187,0.4627
SM520,pickleball,singles,454.3,209.8,0.5062,0.0954,1,1.0,0,0,12,0.5733
SM521,pickleball,singles,130.0,217.8,0.0491,0.0548,8,0.8,2,0,34,0.8086
SM522,pickleball,singles,692.7,128.8,0.6122,0.4585,0,1.0,1,0,81,0.5009
SM523,pickleball,singles,129.5,175.8,0.0439,0.0116,1,0.8,0,1,145,0.8338
SM524,pickleball,singles,223.6,265.2,0.2795,0.1144,1,0.8,0,1,196,0.8176
SM525,pickleball,singles,291.0,177.6,0.3413,0.052,2,0.2,0,0,54,0.642
SM526,pickleball,singles,1.3,200.5,0.0633,0.0921,1,1.0,0,1,292,0.9765
SM527,pickleball,singles,386.2,205.4,0.31,0.1465,1,0.2,0,0,80,0.469
SM528,pickleball,singles,559.0,212.0,0.3235,0.4148,5,1.0,2,0,481,0.4007
SM529,pickleball,singles,507.4,195.6,0.2551,0.3334,1,0.8,3,0,6,0.4375
SM530,pickleball,singles,384.1,272.4,0.285,0.1531,1,1.0,3,0,124,0.5095
SM531,pickleball,singles,1.2,252.7,0.1106,0.2926,2,0.8,1,1,102,0.8297
SM532,pickleball,singles,707.4,142.6,0.4699,0.487,4,0.5,5,0,546,0.5123
SM533,pickleball,singles,538.7,218.4,0.4061,0.3924,1,0.5,3,0,111,0.4801
SM534,pickleball,singles,701.2,235.5,0.2804,0.3354,2,1.0,1,0,3,0.4762
SM535,pickleball,singles,276.9,206.8,0.1713,0.3671,1,0.5,5,0,104,0.6396
SM536,pickleball,singles,1247.5,224.1,0.9,0.1095,1,0.8,0,0,106,0.4485
SM537,pickleball,singles,115.8,281.8,0.0768,0.1044,9,1.0,1,1,2,0.74
SM538,pickleball,singles,602.6,261.5,0.4478,0.3129,3,0.2,0,0,143,0.4577
SM539,pickleball,singles,178.6,125.0,0.0864,0.0514,1,1.0,0,1,21,0.7294
SM540,pickleball,singles,188.8,179.1,0.0696,0.0894,5,0.2,0,1,174,0.7186
SM541,pickleball,singles,604.9,177.4,0.302,0.404,1,1.0,0,0,41,0.4821
SM542,pickleball,singles,206.3,214.2,0.2139,0.2274,0,1.0,1,0,135,0.7417
SM543,pickleball,singles,301.5,147.8,0.1109,0.264,3,0.5,0,0,135,0.6879
SM544,pickleball,singles,114.0,180.5,0.152,0.3131,5,0.2,0,1,17,0.8629
SM545,pickleball,singles,133.6,151.1,0.1484,0.0947,3,1.0,0,1,20,0.7776
SM546,pickleball,singles,206.1,299.4,0.188,0.0962,1,0.8,0,0,8,0.8104
SM547,pickleball,singles,27.0,115.6,0.1095,0.1503,1,1.0,0,1,151,1.0
SM548,pickleball,singles,461.4,222.6,0.2654,0.2215,6,0.8,0,0,347,0.5146
SM549,pickleball,singles,420.0,166.6,0.1125,0.3629,3,0.2,2,0,13,0.5867
SM550,pickleball,singles,196.8,214.0,0.2083,0.1575,1,1.0,0,0,153,0.8066
SM551,pickleball,singles,184.6,138.0,0.0847,0.097,1,1.0,0,1,333,0.8551
SM552,pickleball,singles,33.7,152.5,0.0726,0.3021,7,0.5,0,1,47,0.8784
SM553,pickleball,singles,570.0,138.4,0.363,0.2788,4,0.2,0,0,166,0.4827
SM554,pickleball,singles,492.4,233.8,0.299,0.5637,1,1.0,1,0,201,0.5651
SM555,pickleball,singles,16.7,265.2,0.0585,0.2359,2,1.0,0,0,5,0.9821
SM556,pickleball,singles,203.7,350.0,0.1698,0.4817,0,1.0,2,1,225,0.8027
SM557,pickleball,singles,366.5,174.3,0.1723,0.2118,9,0.8,1,0,30,0.6349
SM558,pickleball,singles,659.9,190.9,0.2687,0.1059,1,1.0,2,0,64,0.4912
SM559,pickleball,singles,375.4,240.5,0.0085,0.2686,1,0.8,5,0,10,0.6164
SM560,pickleball,singles,245.7,211.4,0.0057,0.1362,2,1.0,2,0,329,0.6939
SM561,pickleball,singles,129.7,189.6,0.1368,0.2109,3,0.5,0,1,319,0.7719
SM562,pickleball,singles,98.6,307.6,0.0103,0.2618,1,0.8,2,1,166,0.7919
SM563,pickleball,singles,623.6,217.1,0.2408,0.1382,3,1.0,0,0,12,0.4083
SM564,pickleball,singles,219.3,207.8,0.1143,0.0074,3,1.0,0,0,512,0.6005
SM565,pickleball,singles,461.6,262.5,0.2879,0.0407,4,0.8,2,0,16,0.555
SM566,pickleball,singles,385.6,213.0,0.1452,0.5866,1,0.8,1,0,95,0.6057
SM567,pickleball,singles,769.5,211.8,0.3918,0.0387,6,0.2,0,0,58,0.4793
SM568,pickleball,singles,218.1,204.7,0.3146,0.0422,3,0.8,1,1,51,0.7129
SM569,pickleball,singles,235.3,202.2,0.368,0.2091,0,1.0,3,0,25,0.7224
SM570,pickleball,singles,643.0,204.1,0.3241,0.0242,0,1.0,2,0,81,0.2815
SM571,pickleball,singles,364.3,235.4,0.292,0.2058,2,0.8,0,0,189,0.5571
SM572,pickleball,singles,69.2,213.6,0.0776,0.4511,0,1.0,5,1,227,0.9719
SM573,pickleball,singles,712.7,232.3,0.624,0.0046,4,0.8,0,0,260,0.5123
SM574,pickleball,singles,257.3,216.5,0.2913,0.0785,2,1.0,0,0,59,0.7077
SM575,pickleball,singles,120.6,260.4,0.0631,0.3992,1,0.5,0,0,1,0.7989
SM576,pickleball,singles,920.9,124.2,0.5397,0.0012,2,0.8,0,0,5,0.499
SM577,pickleball,singles,456.8,249.9,0.2816,0.3432,0,1.0,0,1,41,0.598
SM578,pickleball,singles,45.7,268.6,0.0237,0.3878,4,1.0,5,1,7,0.7779
SM579,pickleball,singles,169.9,227.8,0.2341,0.2101,6,0.5,0,0,25,0.6601
SM580,pickleball,singles,760.4,202.8,0.342,0.0109,1,0.5,2,0,140,0.4083
SM581,pickleball,singles,190.3,178.4,0.2219,0.1031,11,0.5,0,0,44,0.7524
SM582,pickleball,singles,338.6,198.1,0.1391,0.0111,1,0.5,1,0,31,0.6876
SM583,pickleball,singles,261.4,282.9,0.1768,0.0291,0,1.0,0,0,31,0.869
SM584,pickleball,singles,193.7,238.6,0.1839,0.202,9,1.0,0,0,150,0.7501
SM585,pickleball,singles,964.4,244.6,0.52,0.0081,5,0.2,1,0,354,0.4392
SM586,pickleball,singles,77.7,161.4,0.196,0.2306,8,1.0,1,0,122,0.8915
SM587,pickleball,singles,241.6,275.0,0.4145,0.1934,3,1.0,0,0,20,0.6834
SM588,pickleball,singles,482.0,116.4,0.4954,0.212,2,1.0,0,0,13,0.4787
SM589,pickleball,singles,372.0,82.0,0.1417,0.2282,2,0.8,0,1,164,0.6282
SM590,pickleball,singles,236.8,215.7,0.2397,0.32,2,0.8,3,0,46,0.7544
SM591,pickleball,singles,93.8,286.2,0.0525,0.1895,2,0.8,5,1,2,0.9139
SM592,pickleball,singles,14.2,204.1,0.0296,0.0521,2,0.5,5,1,30,0.8572
SM593,pickleball,singles,192.3,171.9,0.1517,0.4239,6,1.0,1,1,149,0.7295
SM594,pickleball,singles,310.3,258.4,0.1834,0.2845,5,0.5,2,0,113,0.6865
